strain1,strain2,strain3,GCF_000164965.1_ASM16496v1_genomic,GCF_000299595.1_ASM29959v1_genomic,GCF_001020245.1_Bbif04v4_genomic,GCF_001020255.1_Bbif02v4_genomic,GCF_001020335.1_Bbif08v4_genomic,GCF_001020355.1_Bbif01v4_genomic,GCF_001595435.1_ASM159543v1_genomic,GCF_003390735.1_ASM339073v1_genomic,GCF_003436575.1_ASM343657v1_genomic,GCF_003437945.1_ASM343794v1_genomic,GCF_003470585.1_ASM347058v1_genomic,GCF_003573895.1_ASM357389v1_genomic,GCF_005844365.1_ASM584436v1_genomic,GCF_009075765.1_ASM907576v1_genomic,GCF_009159095.1_ASM915909v1_genomic,GCF_900112465.1_IMG.taxon_2654588208_annotated_assembly_genomic,GCF_900445665.1_55147_E01_genomic,GCF_901212485.1_NZ_Bifidobacterium_bifidum_MC1_genomic
g000307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000309,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
g000310,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000311,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g000312,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
g000313,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000314,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000315,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
g000316,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000317,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000320,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1
g000321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000324,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000325,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000327,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
g000328,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000329,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000330,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
g000331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g000332,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g000334,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g000335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g000344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000347,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
g000348,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000358,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g000359,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
g000360,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000361,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000362,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
g000363,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g000364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000365,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
g000366,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
g000367,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000368,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
g000369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
g000370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000377,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000378,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
g000379,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000381,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000382,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g000383,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
g000384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000386,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
g000387,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
g000388,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g000389,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
g000390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000391,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000392,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000395,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g000396,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000398,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
g000399,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000401,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000402,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000403,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
g000404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000405,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000406,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000407,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000408,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000410,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000411,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g000414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g000415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000416,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000420,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000421,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
g000422,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1
g000423,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
g000424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000425,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000428,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000430,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000431,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1
g000432,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000434,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000435,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000443,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000446,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
g000447,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
g000448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000451,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
g000452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000455,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
g000456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000459,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
g000460,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g000461,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
g000462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g000463,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
g000464,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
g000465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000466,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000470,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
g000471,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
g000472,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
g000473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g000484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000488,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000489,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000490,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
g000491,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
g000493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g000495,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000501,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
g000502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000507,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000508,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g000509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000511,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000512,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000513,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000520,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g000523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000528,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1
g000529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000532,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g000533,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000544,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g000545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000546,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g000547,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g000548,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g000550,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g000551,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
g000552,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000554,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
g000555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000559,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000560,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
g000561,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000563,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0
g000564,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
g000565,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g000566,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000567,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
g000568,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g000569,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000571,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
g000572,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0
g000573,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
g000574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000576,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
g000577,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g000578,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000579,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
g000580,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
g000581,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000582,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0
g000583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g000584,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
g000585,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
g000586,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
g000587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
g000588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000590,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g000591,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
g000592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g000593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000594,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000596,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
g000597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000599,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
g000600,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
g000601,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000603,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g000607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000608,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000610,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
g000611,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g000612,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
g000613,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
g000615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000618,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g000619,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g000620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000622,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
g000623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g000625,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g000626,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
g000627,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
